True_Class,Pred_Class
0,2.5907357e-07
0,7.7678764e-05
0,4.2765652e-07
0,1.9373342e-06
1,0.99865156
0,4.0399427e-06
0,0.00095118117
0,1.16329e-07
0,2.8827859e-07
0,9.853154e-07
0,0.00014604647
0,2.8207205e-07
0,0.00016419927
0,3.5265128e-07
0,6.751693e-07
0,7.8129925e-10
0,1.0981423e-07
0,1.2190514e-09
0,1.3944015e-08
1,0.9999937
0,1.6481508e-08
0,9.152294e-10
0,5.560345e-10
0,4.325e-11
0,5.384278e-10
0,2.3051221e-08
0,3.2510904e-08
0,6.103788e-06
0,2.6679552e-09
0,8.897299e-09
0,5.263866e-07
0,1.2537171e-06
0,4.579137e-06
0,7.4837567e-06
1,0.69597244
0,0.00014550629
0,3.570142e-06
0,2.204134e-07
0,1.7458079e-07
0,0.00052461325
0,0.0003036433
0,2.1716471e-07
0,0.3030302
0,1.417328e-06
0,4.041483e-06
0,1.7862574e-08
0,1.8331668e-05
0,2.4388562e-09
0,1.2355858e-07
1,0.99997985
0,1.5542135e-07
0,1.2798543e-07
0,4.440744e-07
0,2.3554447e-09
0,2.040725e-08
0,1.9142693e-07
0,7.5406295e-09
0,5.375397e-07
0,2.4042864e-08
0,5.988827e-10
0,2.0318542e-09
0,3.1066417e-08
0,6.1524354e-08
0,2.2792483e-07
1,0.9997631
0,1.6679948e-07
0,1.0759103e-08
0,1.7214022e-09
0,2.3575195e-08
0,1.6007605e-05
0,6.8422423e-07
0,1.935396e-08
0,0.00021971273
0,2.5811406e-09
0,6.517628e-09
0,9.9218894e-08
0,1.7154446e-07
0,2.3398205e-07
0,2.47191e-06
1,0.9999629
0,8.991914e-07
0,3.757996e-08
0,1.9691983e-08
0,2.4965345e-06
0,6.7538726e-06
0,6.668033e-07
0,4.905082e-08
0,2.2822687e-05
0,2.5564862e-08
0,3.491513e-07
0,1.3644413e-07
0,2.721067e-07
0,7.9572015e-07
0,1.2664616e-07
1,0.99998236
0,6.174266e-08
0,1.3644582e-07
0,5.9822376e-08
0,2.2275262e-07
0,7.0513406e-06
0,7.649718e-07
0,2.0814323e-08
0,7.919715e-06
0,1.4632225e-08
0,1.499989e-08
0,1.8631379e-06
0,0.00010110297
0,5.0571758e-05
0,0.0004960139
1,0.99931765
0,5.2611637e-07
0,3.6304868e-06
0,7.219926e-08
0,3.6749989e-06
0,2.2591996e-05
0,5.5420905e-08
0,4.590221e-07
0,1.2073133e-06
0,3.102925e-08
0,5.342349e-07
0,8.057218e-08
0,2.615494e-06
0,5.227173e-07
0,1.3474032e-06
1,0.99996924
0,2.2307857e-07
0,1.3209925e-07
0,1.9159029e-06
0,1.2930741e-06
0,8.838361e-06
0,3.4047196e-07
0,1.4689785e-07
0,1.18144535e-05
0,2.600133e-07
0,1.3241324e-06
0,2.6246622e-07
0,2.8678003e-06
0,4.0087425e-06
0,4.2321585e-06
1,0.9999366
0,2.4064007e-06
0,1.9013245e-06
0,5.8644837e-08
0,4.3821284e-08
0,1.5102707e-06
0,6.734471e-06
0,1.18297834e-07
0,3.909054e-05
0,7.601317e-08
0,7.0468765e-08
0,8.875942e-09
0,4.086932e-07
0,6.8084915e-07
0,9.1322113e-07
1,0.9999975
0,7.269403e-08
0,7.999451e-09
0,1.196558e-10
0,8.878617e-09
0,1.7900303e-08
0,3.158713e-08
0,2.8620253e-09
0,3.0874682e-07
0,3.0997072e-10
0,5.6468115e-09
0,1.5017318e-07
0,4.0611192e-07
0,6.6708125e-08
0,5.0331273e-08
1,0.99999106
0,1.8524045e-07
0,6.12964e-07
0,3.3932568e-07
0,1.8915745e-08
0,4.84906e-07
0,1.2680176e-06
