True_Class,Pred_Class
1,0.9999998807907104
0,1.0902289915293295e-07
0,2.844824287251413e-08
0,1.3938058485152283e-09
0,2.3494659551204222e-09
0,5.327271956900859e-09
1,0.8042564392089844
0,0.0017287558875977993
0,0.1929549127817154
0,1.3993963875691406e-05
0,7.376354915322736e-06
0,0.0010385398054495454
0,1.13062590401114e-07
0,1.3233246818344924e-06
0,7.0833511927048676e-06
1,0.999907374382019
0,8.416530181420967e-05
0,5.688973203632486e-08
0,0.000957245472818613
0,0.00012689486902672797
0,0.004540576599538326
0,8.570763748139143e-05
0,6.912068784004077e-05
1,0.994220495223999
0,1.5298974176403135e-05
0,0.0024501329753547907
1,0.9971818923950195
0,6.522294279420748e-05
0,1.8022305994236376e-06
0,0.0002856525534298271
0,0.30163130164146423
1,0.6924235820770264
0,0.00468082632869482
0,6.189926352817565e-05
0,0.001134406542405486
0,6.79146105539985e-05
1,1.0
0,6.458657220154151e-11
0,1.0479576928457135e-10
0,3.662620066176986e-13
0,1.6696800192450567e-12
0,1.027199852954297e-11
0,3.6713274766952964e-06
0,4.408293170854449e-05
0,1.9706451439560624e-06
0,0.0001635578810237348
1,0.9997865557670593
0,5.976174577426718e-08
0,0.0024555271957069635
1,0.9525101184844971
0,0.0030319199431687593
0,0.024262161925435066
0,0.01756209507584572
0,0.0001781268510967493
0,0.0028082742355763912
1,0.9479572176933289
0,0.014300074428319931
0,0.02516351267695427
0,0.009437914937734604
0,0.0003330455510877073
1,0.9999659061431885
0,1.083407460100716e-05
0,1.2689590221270919e-05
0,1.64608661634702e-06
0,2.6118909772776533e-06
0,6.2856920521880966e-06
0,2.956991451696922e-08
0,5.035553272136895e-07
0,1.988066514968523e-06
1,0.9999402761459351
0,5.7170596846845e-05
0,1.5227559657660095e-08
0,0.00025266967713832855
0,0.009213486686348915
0,0.0007542847888544202
0,0.11591287702322006
1,0.8737962245941162
0,7.039257616270334e-05
0,1.3437030247587245e-05
0,0.001121992594562471
0,6.348018359858543e-05
0,0.0038915465120226145
1,0.9949076771736145
0,1.9510371203068644e-06
0,0.00017225764167960733
0,0.0060472190380096436
0,0.0006269508157856762
1,0.9257284998893738
0,0.06722522526979446
0,0.0001998587540583685
1,0.9999990463256836
0,1.878137680932923e-07
0,4.481066184780502e-07
0,5.025311367035101e-08
0,1.6297109084462136e-07
0,1.2788477476988191e-07
0,0.005712815094739199
0,3.224090323783457e-05
1,0.9869875907897949
0,4.327544957050122e-05
0,2.4397453671554103e-05
0,0.007199727930128574
0,0.0032793693244457245
0,0.0003005134058184922
0,0.19547408819198608
0,6.142678466858342e-05
0,3.225106775062159e-05
