True_Class,Pred_Class
0,0.08311159
0,0.015768033
0,0.0632366
1,0.5677024
0,0.06515966
0,0.09429187
0,0.11072983
0,0.0710232
0,0.005710292
0,0.0036898952
1,0.5904522
0,0.016893169
0,0.28924802
0,0.022983188
0,0.008230619
0,0.0042143622
0,0.31464446
1,0.4264884
0,0.03705839
0,0.022501752
0,0.186862
0,4.6566216e-05
0,2.6928825e-05
0,2.5720796e-05
1,0.9930328
0,0.006627347
0,0.00015159581
0,8.902532e-05
0,0.10094353
0,0.01258494
0,0.07523634
1,0.52174944
0,0.10447365
0,0.036904104
0,0.14810793
0,0.0012832122
0,0.0006118533
0,0.0014484957
1,0.79833186
0,0.19495848
0,0.0021500923
0,0.0012160221
0,0.13851102
0,0.028259803
0,0.19972576
1,0.25247228
0,0.04653482
0,0.105986
0,0.22851022
0,0.7690605
0,0.0024491497
0,0.021428902
1,0.15906765
0,0.009869072
0,0.013260765
0,0.024864042
0,0.00061808946
0,0.00026925464
0,0.00028948637
1,0.8838289
0,0.11368272
0,0.00057170057
0,0.00073980837
0,0.012790433
0,0.0023563309
0,0.064110234
1,0.5367075
0,0.35723364
0,0.009882008
0,0.016919723
0,0.0009737473
0,0.0003228149
0,0.00026582993
1,0.96850306
0,0.027508643
0,0.0011236395
0,0.0013022836
0,0.00033550215
0,4.428168e-05
0,0.00011975761
1,0.9763032
0,0.022727786
0,0.00019140152
0,0.00027811597
0,0.015082402
0,0.006521945
0,0.0064537306
1,0.8527175
0,0.05061429
0,0.049332857
0,0.019277137
0,0.0051428657
0,0.0034266894
0,0.014703069
1,0.2712352
0,0.6981918
0,0.0021914765
0,0.0051088817
0,0.0023494984
0,0.00021422232
0,0.0009205718
1,0.98686117
0,0.0039919615
0,0.0014269168
0,0.0042356662
0,0.0010752801
0,0.0005919765
0,0.003563298
1,0.39276847
0,0.59951353
0,0.0006153208
0,0.0018720769
0,0.08105774
0,0.0072045466
0,0.04322252
1,0.21898258
0,0.010206787
0,0.05686731
0,0.58245856
0,0.00027873777
0,5.7404613e-05
0,0.00010293499
1,0.9906585
0,0.0080894055
0,0.00034937833
0,0.00046362798
0,0.09589763
0,0.11632752
0,0.023555666
1,0.28506505
0,0.032476332
0,0.34150308
0,0.10517478
0,0.17198162
0,0.007809726
0,0.043587983
1,0.14243889
0,0.016049156
0,0.064164124
0,0.5539684
0,0.00020361476
0,7.720242e-05
0,0.000101381906
1,0.66869354
0,0.33055127
0,0.00021053187
0,0.00016250343
0,7.9368714e-05
0,2.8498987e-05
0,2.0437255e-05
1,0.99647754
0,0.003100264
0,0.00016536386
0,0.00012852944
0,0.13754398
0,0.0060970085
0,0.46809575
1,0.20861723
0,0.021466669
0,0.019265292
0,0.13891408
0,0.033913475
0,0.38041478
0,0.013528042
1,0.058626845
0,0.0053633335
0,0.49319166
0,0.014961957
0,0.014644496
0,0.003892523
0,0.008669361
1,0.82450235
0,0.122853346
0,0.016037194
0,0.0094006965
0,0.0003383645
0,0.00028666537
0,0.00010929448
1,0.91683894
0,0.08155434
0,0.00040359728
0,0.00046870104
0,0.00030233533
0,0.00012403463
0,0.00013732053
1,0.6936896
0,0.3052461
0,0.00021144163
0,0.0002890872
0,0.002817131
0,0.0020008206
0,0.002723842
1,0.8692487
0,0.11206782
0,0.008042069
0,0.003099613
0,0.031249242
0,0.009804778
0,0.044456623
1,0.36302358
0,0.45379964
0,0.009557354
0,0.088108696
0,0.0022583038
0,0.0011118873
0,0.0028798964
1,0.91211456
0,0.07080109
0,0.0031525907
0,0.0076817563
0,0.99867755
0,3.7218915e-06
0,0.00047323422
1,0.00024630298
0,4.864188e-06
0,0.00017680798
0,0.0004174852
0,0.00049526436
0,0.0002082321
0,0.00042549224
1,0.9735594
0,0.02306195
0,0.001763909
0,0.00048575737
0,0.0008249461
0,0.00031359086
0,0.0014306412
1,0.98043895
0,0.01212871
0,0.001747713
0,0.0031154896
0,0.0112457955
0,0.007988506
0,0.013695551
1,0.62738997
0,0.30802557
0,0.011292269
0,0.020362321
0,0.0055598225
0,0.0026218235
0,0.005109939
1,0.93462074
0,0.03206142
0,0.008717465
0,0.011308733
0,0.010201388
0,0.004992382
0,0.008621034
1,0.8555181
0,0.03913403
0,0.027126072
0,0.05440704
0,0.0027593689
0,0.000261576
0,0.00063956965
1,0.8201065
0,0.17431568
0,0.0010356134
0,0.0008816218
0,0.0049541895
0,0.001982948
0,0.0024964788
1,0.8213932
0,0.1591092
0,0.0045450516
0,0.005518911
0,0.0025095213
0,0.0017137163
0,0.014131235
1,0.25286463
0,0.7246332
0,0.0013421647
0,0.00280554
0,0.038540475
0,0.012657491
0,0.1303226
1,0.629779
0,0.03759499
0,0.047512125
0,0.10359342
0,0.0052046617
0,0.0010425353
0,0.026911601
1,0.9145781
0,0.038623273
0,0.002555569
0,0.011084293
0,0.00072033005
0,0.00052626966
0,0.00070800143
1,0.68624043
0,0.3095369
0,0.0008972059
0,0.0013708338
0,0.005320831
0,0.0013879278
0,0.0049607093
1,0.9255769
0,0.042322557
0,0.0056467904
0,0.014784295
0,0.0012178512
0,0.0004610445
0,0.00076333707
1,0.7754038
0,0.21989204
0,0.0008959838
0,0.0013659658
0,0.00080496183
0,0.00028271507
0,0.0006725342
1,0.9671788
0,0.028578745
0,0.00118202
0,0.0013001204
0,0.010993561
0,0.00051791
0,0.0013830347
1,0.8897739
0,0.0911927
