True_Class,Pred_Class
0,0.0007683434523642063
0,5.811539267597254e-07
0,1.2844012417190243e-05
0,6.084525739424862e-05
0,3.698974637700303e-07
0,4.587688817991875e-05
1,0.9991111159324646
1,1.0
0,9.599258887771356e-12
0,3.28844751429358e-09
0,5.163979910349781e-09
0,7.212917763066429e-12
0,3.723801475508104e-11
0,4.195496033920776e-11
0,0.003953592386096716
0,4.4414562694328197e-07
0,9.853890333033632e-06
0,3.901699892594479e-05
0,2.3827796624686925e-08
0,4.295858889236115e-05
1,0.995954155921936
0,7.578833116639316e-10
1,0.9999985694885254
0,3.9873937485168653e-10
0,4.853622925793388e-08
0,9.84903714140728e-10
0,1.4708222124681924e-06
0,7.493896059251881e-10
0,1.3187221270527516e-07
0,3.3422471457100755e-09
0,1.9342162431712495e-06
1,0.999944806098938
0,5.2747731388080865e-05
0,2.4697570211174025e-07
0,9.850396764932157e-08
0,2.131389997828137e-08
0,3.593670953705441e-06
0,4.301183764710004e-08
0,4.995934432372451e-05
0,2.5397042247021773e-09
1,0.9999462366104126
0,8.652660454799843e-08
1,1.0
0,5.953080537475942e-15
0,9.500399356099365e-10
0,1.7749818281842522e-10
0,2.6266874553248012e-14
0,9.484791695536093e-14
0,5.005589692741452e-12
1,1.0
0,1.971826781715924e-12
0,2.1121838500448575e-08
0,2.750058236689057e-10
0,1.527952027055579e-13
0,1.7034828408979408e-11
0,5.29389971859473e-08
0,7.90901503933128e-06
0,0.0009473871323280036
0,9.336629773315508e-06
0,0.00010972493328154087
0,6.856284073819552e-08
1,0.9989007711410522
0,2.4753260731813498e-05
1,1.0
0,1.4065748349043061e-12
0,1.1162486046600861e-08
0,2.0504616671246367e-08
0,1.2732163413853304e-12
0,1.2335664607843189e-11
0,1.3557862610369398e-09
0,4.188369075563969e-06
0,1.1767618161684368e-05
0,1.8375289982941467e-06
0,0.0019384711049497128
0,5.631814019579906e-07
1,0.9980294108390808
0,1.3753437087871134e-05
0,2.892400061682565e-07
1,0.9999992847442627
0,8.580067145658177e-08
0,1.0737108624425673e-07
0,8.15066147907828e-09
0,2.0614393747564463e-07
0,4.472325798587917e-08
0,1.0661555052138283e-06
0,1.4968959405337046e-08
0,4.349806476966478e-05
0,0.9296568632125854
1,0.07029826194047928
0,2.402871643880644e-07
0,6.30920382604927e-08
0,1.0057841670629841e-08
1,0.9999998807907104
0,5.655175772112386e-10
0,2.4303524526203546e-08
0,1.5538346997967523e-10
0,1.1721417791932254e-07
0,2.3556278705427758e-08
0,1.3843714441463817e-07
0,3.9773793147901415e-09
1,0.9999858140945435
0,4.452765551832272e-06
0,1.777136020564285e-07
0,4.969608369265188e-08
0,9.521371794107836e-06
0,1.7511827057892226e-11
1,1.0
0,7.461120480126149e-13
0,6.840107907163384e-12
0,1.901552645813126e-13
0,2.1528384630542519e-10
0,1.4460234767400826e-13
1,1.0
0,1.3959269937885432e-12
0,4.608321724219877e-09
0,6.85924517185299e-09
0,2.088503849029255e-12
0,2.2233163227136643e-11
0,4.653489538153366e-10
0,4.606358561431989e-05
0,5.8962195126355255e-09
0,2.3391933723360125e-07
0,8.134921358760039e-07
0,9.969036707246914e-10
0,1.3795155382467783e-06
1,0.9999514818191528
0,7.85629526944831e-06
1,0.9999797344207764
0,4.753600478579756e-06
0,3.3612300853747e-07
0,4.883022484136745e-06
0,1.9010420828635688e-06
0,4.869668828177964e-07
0,7.527651835204097e-10
0,1.1693168655568797e-10
1,0.9999992847442627
0,2.341157738783295e-07
0,3.0937072903469698e-09
0,1.8677799307198484e-09
0,5.163661853657686e-07
1,0.009360565803945065
0,5.043247597313893e-07
0,5.590019554801984e-06
0,7.5559710239758715e-06
0,1.7659850470863603e-08
0,4.115817864658311e-05
0,0.9905845522880554
0,2.3783918550179806e-06
1,0.9971983432769775
0,2.9059279427201545e-07
0,5.174235047888942e-05
0,5.3677780442740186e-08
0,0.002743523335084319
0,3.7958632219670108e-06
1,0.9999986886978149
0,1.2068652743835173e-09
